"spkid","full_name","neo","pha","diameter","per","first_obs","last_obs","H"
54065900,"       (2020 TR5)",Y,N,,928,2020-10-10,2020-10-30,26.20
54065901,"       (2020 TS5)",Y,N,,484,2020-10-11,2020-11-09,26.20
54065902,"       (2020 TT5)",Y,N,,465,2020-10-11,2020-10-23,27.00
54065904,"       (2020 TU5)",Y,Y,,732,2014-10-02,2024-10-12,20.36
54065903,"       (2020 TV5)",Y,N,,430,2020-10-13,2020-10-16,28.14
54065905,"       (2020 TW5)",Y,N,,1.17e+03,2020-10-14,2020-10-18,24.00
54065906,"       (2020 TX5)",Y,N,,517,2020-10-14,2020-10-19,25.10
54065907,"       (2020 TY5)",Y,N,,663,2020-10-14,2020-10-19,25.30
54065908,"       (2020 TZ5)",Y,N,,638,2020-10-13,2020-10-23,23.30
54065909,"       (2020 TA6)",Y,N,,852,2020-10-14,2020-10-19,26.40
54065910,"       (2020 TB6)",Y,N,,661,2020-10-14,2020-11-24,24.40
54065911,"       (2020 TC6)",Y,N,,1.35e+03,2020-10-15,2020-10-19,27.60
54065912,"       (2020 TD6)",Y,N,,784,2020-10-15,2020-10-20,28.30
54065913,"       (2020 TE6)",Y,N,,1.04e+03,2020-10-15,2020-10-17,27.50
54065914,"       (2020 TF6)",Y,N,,775,2020-10-15,2020-10-18,27.62
54065915,"       (2020 TG6)",Y,N,,1.22e+03,2020-10-15,2020-10-17,29.11
54065916,"       (2020 TH6)",Y,N,,369,2020-10-15,2020-10-17,28.80
54068384,"       (2020 TJ6)",Y,N,,938,2020-10-15,2020-10-16,27.60
54068385,"       (2020 TK6)",Y,N,,416,2020-10-14,2020-10-23,26.30
54068386,"       (2020 TL6)",Y,N,,650,2020-10-08,2020-10-23,24.10
54068387,"       (2020 TM6)",Y,N,,479,2020-10-11,2020-10-21,26.10
54068388,"       (2020 TN6)",Y,N,,1.3e+03,2002-05-14,2020-12-14,19.21
54068389,"       (2020 TO6)",Y,N,,1.12e+03,2020-10-14,2020-10-18,23.52
54068390,"       (2020 TQ6)",Y,N,,402,2020-10-10,2020-10-22,24.60
54068391,"       (2020 TR6)",Y,N,,1.32e+03,2020-10-11,2020-10-16,27.80
54068392,"       (2020 TT6)",Y,N,,828,2020-10-14,2020-10-17,24.20
54068393,"       (2020 TU6)",Y,N,,697,2020-10-14,2020-11-10,25.00
54068394,"       (2020 TV6)",Y,N,,724,2020-10-14,2020-10-23,23.80
54068395,"       (2020 TW6)",Y,N,,529,2020-10-15,2020-10-21,25.60
54073328,"       (2020 TX6)",Y,N,,680,2020-10-08,2020-10-17,23.80
54073327,"       (2020 TY6)",Y,N,,765,2020-10-09,2020-10-17,23.10
54073330,"       (2020 TZ6)",Y,N,,1.5e+03,2020-10-12,2020-10-20,23.80
54073329,"       (2020 TA7)",Y,N,,700,2020-04-20,2022-10-04,21.64
54073331,"       (2020 TC7)",Y,N,,1.02e+03,2018-08-14,2020-12-20,19.72
54073332,"       (2020 TD7)",Y,N,,1.39e+03,2020-10-13,2020-10-24,26.76
54073333,"       (2020 TE7)",Y,N,,845,2020-10-14,2021-01-20,23.95
54073334,"       (2020 TF7)",Y,N,,996,2020-10-15,2020-10-17,28.49
54073335,"       (2020 TG7)",Y,N,,503,2020-10-15,2020-10-21,24.30
54073336,"       (2020 TH7)",Y,N,,1.65e+03,2020-10-15,2020-11-06,25.00
54073337,"       (2020 TJ7)",Y,N,,474,2020-10-15,2020-11-10,26.50
54073338,"       (2020 TK7)",Y,N,,381,2020-10-15,2020-10-17,29.63
54073340,"       (2020 TM7)",Y,N,,1.49e+03,2020-10-15,2020-10-25,25.50
54073341,"       (2020 TN7)",Y,N,,864,2020-10-14,2020-12-16,23.60
54073351,"       (2020 TQ7)",Y,N,,771,2002-02-21,2021-03-18,22.10
54073354,"       (2020 TR7)",Y,N,,392,2019-10-05,2020-10-18,23.12
54073356,"       (2020 TS7)",Y,N,,725,2014-10-02,2024-11-20,20.58
54073358,"       (2020 TT7)",Y,N,,811,2020-10-14,2021-03-04,22.27
54073364,"       (2020 TU7)",Y,N,,1.36e+03,2020-09-23,2020-11-23,21.30
54073366,"       (2020 TV7)",Y,N,,531,2020-10-14,2020-10-16,26.73
54075296,"       (2020 TA8)",Y,N,,1.02e+03,2020-10-15,2020-10-21,24.10
54075533,"       (2020 TB8)",Y,N,,1.42e+03,2020-10-14,2020-10-18,21.86
54075304,"       (2020 TD8)",Y,N,,568,2020-10-15,2020-10-27,26.90
54075307,"       (2020 TG8)",Y,N,,1.31e+03,2020-09-17,2020-10-17,24.07
54075308,"       (2020 TH8)",Y,N,,893,2015-10-09,2025-10-03,20.05
54075314,"       (2020 TJ8)",Y,N,,615,2020-10-14,2021-01-15,24.70
54075319,"       (2020 TL8)",Y,N,,671,2020-10-13,2020-10-23,21.40
54075323,"       (2020 TN8)",Y,N,,457,2010-10-08,2025-10-22,20.59
54075541,"       (2020 TO8)",Y,N,,850,2020-10-15,2020-10-30,25.60
54075577,"       (2020 TR8)",Y,N,,1.51e+03,2020-10-12,2020-10-20,25.88
54075582,"       (2020 TV8)",Y,N,,1.12e+03,2017-10-30,2026-08-12,20.70
54075584,"       (2020 TW8)",Y,N,,526,2020-10-15,2020-10-20,27.30
54075994,"       (2020 TB9)",Y,N,,544,2020-10-14,2020-11-16,25.70
54076356,"       (2020 TG9)",Y,N,,852,2020-10-15,2020-10-23,21.90
54087490,"       (2020 TL10)",Y,N,,833,2020-10-14,2020-12-04,22.60
54092465,"       (2020 TB12)",Y,N,,1.06e+03,2020-10-15,2021-04-18,22.11
54073339,"       (2020 UA)",Y,N,,291,2020-10-16,2020-10-20,28.44
54073342,"       (2020 UB)",Y,N,,1.68e+03,2020-10-16,2020-10-19,27.90
54073343,"       (2020 UC)",Y,N,,505,2020-10-16,2020-10-17,27.59
54073344,"       (2020 UD)",Y,N,,1.26e+03,2020-10-08,2020-12-21,23.20
54073345,"       (2020 UE)",Y,N,,568,2020-10-15,2020-11-18,25.54
54073346,"       (2020 UF)",Y,N,,723,2020-10-16,2020-10-28,24.50
54073347,"       (2020 UG)",Y,N,,851,2020-10-16,2020-10-23,26.70
54073348,"       (2020 UH)",Y,N,,1.39e+03,2020-10-15,2020-11-11,24.50
54073349,"       (2020 UJ)",Y,N,,1.16e+03,2020-10-09,2020-10-22,24.20
54073352,"       (2020 UK)",Y,N,,634,2020-10-09,2020-10-21,26.80
54073353,"       (2020 UL)",Y,N,,619,2020-10-11,2020-10-18,27.13
54073355,"       (2020 UM)",Y,N,,907,2020-10-13,2020-10-18,23.75
54073357,"       (2020 UN)",Y,N,,1.26e+03,2020-10-14,2020-10-23,26.20
54073359,"       (2020 UO)",Y,N,,1.44e+03,2020-09-16,2020-11-23,24.10
54073360,"       (2020 UP)",Y,N,,741,2020-10-14,2020-11-18,24.03
54073361,"       (2020 UQ)",Y,N,,514,2020-10-16,2020-10-19,26.90
54073362,"       (2020 UR)",Y,N,,548,2020-10-16,2020-10-19,27.90
54073363,"       (2020 US)",Y,N,,897,2020-10-16,2020-10-21,27.20
54073365,"       (2020 UT)",Y,N,,1.54e+03,2020-10-15,2020-10-18,27.33
54073367,"       (2020 UU)",Y,N,,715,2020-10-17,2020-10-18,28.81
54073368,"       (2020 UV)",Y,N,,907,2020-10-17,2020-10-22,27.40
54073369,"       (2020 UW)",Y,N,,578,2020-10-17,2020-10-20,27.30
54073370,"       (2020 UX)",Y,N,,489,2020-10-17,2020-10-18,31.14
54073371,"       (2020 UY)",Y,N,,427,2020-10-17,2020-10-19,29.00
54075297,"       (2020 UZ)",Y,N,,402,2020-10-16,2020-11-21,22.10
54075299,"       (2020 UA1)",Y,N,,1.26e+03,2020-10-17,2020-10-23,24.30
54075300,"       (2020 UB1)",Y,N,,776,2020-10-17,2020-10-23,24.60
54075301,"       (2020 UC1)",Y,N,,482,2020-10-16,2020-10-24,24.70
54075302,"       (2020 UD1)",Y,N,,600,2020-10-16,2020-10-22,25.30
54075303,"       (2020 UE1)",Y,N,,1.41e+03,2020-10-15,2020-10-23,25.70
54075305,"       (2020 UF1)",Y,N,,673,2020-10-13,2020-11-14,22.76
54075306,"       (2020 UG1)",Y,N,,443,2020-10-16,2020-11-05,25.40
54075309,"       (2020 UK1)",Y,N,,618,2020-10-07,2020-10-19,25.50
54075310,"       (2020 UL1)",Y,N,,860,2015-10-10,2023-08-11,20.25
54075311,"       (2020 UM1)",Y,N,,881,2020-10-11,2020-10-23,25.80
54075312,"       (2020 UN1)",Y,N,,297,2020-10-10,2020-10-28,25.40
54075313,"       (2020 UO1)",Y,N,,1.4e+03,2020-10-13,2020-10-24,22.30
54075315,"       (2020 UP1)",Y,N,,479,2020-10-16,2020-10-22,25.60
54075316,"       (2020 UQ1)",Y,N,,578,2020-10-15,2020-10-23,22.80
54075317,"       (2020 UR1)",Y,N,,726,2020-10-04,2020-11-08,25.50
54075318,"       (2020 US1)",Y,N,,720,2020-09-09,2021-01-03,25.09
54075320,"       (2020 UT1)",Y,N,,647,2020-10-16,2020-11-20,24.20
54075321,"       (2020 UU1)",Y,N,,556,2020-10-18,2020-10-19,28.50
54075322,"       (2020 UV1)",Y,N,,569,2012-12-31,2023-12-18,20.15
54075542,"       (2020 UW1)",Y,N,,636,2020-10-17,2020-11-09,24.00
54075544,"       (2020 UX1)",Y,N,,1.22e+03,2020-10-17,2020-10-23,26.00
54075545,"       (2020 UY1)",Y,N,,394,2020-10-17,2020-10-21,26.00
54075546,"       (2020 UZ1)",Y,N,,624,2020-10-17,2020-11-07,22.50
54075547,"       (2020 UA2)",Y,N,,801,2020-10-18,2020-10-23,27.60
54075543,"       (2020 UB2)",Y,N,,1.89e+03,2020-10-17,2020-11-21,22.60
54075549,"       (2020 UD2)",Y,N,,957,2020-10-14,2020-10-20,24.90
54075551,"       (2020 UE2)",Y,N,,300,2020-10-16,2020-10-20,26.60
54075550,"       (2020 UF2)",Y,Y,,438,2019-02-10,2026-01-12,21.72
54075575,"       (2020 UG2)",Y,N,,1.53e+03,2020-10-17,2020-12-20,21.58
54075576,"       (2020 UH2)",Y,N,,772,2020-10-16,2020-11-14,23.40
54075578,"       (2020 UJ2)",Y,N,,1.49e+03,2020-10-17,2020-12-20,23.85
54075579,"       (2020 UK2)",Y,N,,1.21e+03,2020-10-18,2020-10-24,26.95
54075580,"       (2020 UL2)",Y,N,,887,2020-10-18,2020-10-20,28.80
54075581,"       (2020 UM2)",Y,N,,343,2020-10-19,2020-11-05,27.10
54075583,"       (2020 UN2)",Y,N,,1.4e+03,2020-10-16,2021-02-03,22.50
54075585,"       (2020 UO2)",Y,N,,882,2020-10-16,2020-11-15,21.80
54075586,"       (2020 UQ2)",Y,N,,1.32e+03,2020-10-19,2020-10-28,21.80
54075587,"       (2020 UR2)",Y,N,,645,2020-10-11,2020-11-13,25.50
54075588,"       (2020 US2)",Y,N,,682,2020-10-19,2020-12-06,23.70
54075589,"       (2020 UT2)",Y,N,,765,2020-10-19,2020-10-23,25.80
54075590,"       (2020 UU2)",Y,N,,606,2020-10-15,2020-10-22,24.34
54075591,"       (2020 UV2)",Y,N,,905,2020-10-06,2020-10-21,25.00
54075592,"       (2020 UW2)",Y,N,,454,2020-10-17,2020-11-05,25.00
54075593,"       (2020 UX2)",Y,N,,617,2020-10-19,2020-10-21,23.40
54075594,"       (2020 UY2)",Y,N,,676,2020-10-20,2020-10-22,27.20
54075595,"       (2020 UZ2)",Y,N,,879,2020-10-18,2020-10-21,27.10
54075596,"       (2020 UA3)",Y,N,,316,2020-10-15,2020-11-04,26.70
54075978,"       (2020 UF3)",Y,N,,347,2020-10-20,2020-10-22,28.38
54075981,"       (2020 UJ3)",Y,N,,1.02e+03,2020-10-11,2020-10-28,27.10
54075982,"       (2020 UK3)",Y,N,,1.3e+03,2020-10-15,2020-10-23,27.50
54075983,"       (2020 UL3)",Y,N,,484,2016-09-25,2025-06-20,23.22
54075984,"       (2020 UM3)",Y,N,,451,2020-10-17,2025-04-27,24.34
54075985,"       (2020 UN3)",Y,N,,387,2020-10-20,2020-11-22,24.43
54075986,"       (2020 UO3)",Y,N,,901,2020-10-21,2020-10-22,28.22
54075987,"       (2020 UP3)",Y,N,,1.67e+03,2017-03-05,2025-04-25,17.56
54075988,"       (2020 UQ3)",Y,N,,1.08e+03,2020-10-08,2023-07-21,24.12
54075989,"       (2020 UR3)",Y,N,,718,2020-10-20,2020-10-22,24.90
54075990,"       (2020 US3)",Y,N,,553,2020-10-20,2020-10-22,26.10
54075991,"       (2020 UT3)",Y,N,,327,2020-10-20,2020-10-22,25.40
54075992,"       (2020 UU3)",Y,N,,1.86e+03,2016-02-03,2025-08-28,21.23
54075993,"       (2020 UV3)",Y,N,,1.26e+03,2020-10-08,2020-12-07,22.80
54075995,"       (2020 UW3)",Y,N,,1.36e+03,2020-10-14,2020-11-17,22.40
54075996,"       (2020 UX3)",Y,N,,418,2020-10-19,2020-11-02,24.70
54075997,"       (2020 UY3)",Y,N,,500,2020-10-21,2020-10-24,25.80
54075998,"       (2020 UZ3)",Y,N,,1.17e+03,2020-09-09,2024-04-20,20.33
54075999,"       (2020 UA4)",Y,N,,1.39e+03,2020-10-07,2020-10-23,26.00
54076000,"       (2020 UB4)",Y,N,,1.03e+03,2020-10-22,2020-10-30,26.40
54076013,"       (2020 UC4)",Y,N,,343,2020-10-21,2020-10-27,26.09
54076014,"       (2020 UD4)",Y,N,,1.01e+03,2020-10-22,2020-10-23,26.74
54076015,"       (2020 UE4)",Y,N,,327,2020-10-20,2020-12-04,23.53
54076016,"       (2020 UG4)",Y,N,,773,2020-10-19,2020-11-24,24.60
54076017,"       (2020 UH4)",Y,N,,723,2012-10-15,2025-04-03,21.54
54076018,"       (2020 UJ4)",Y,N,,948,2020-10-23,2020-10-27,26.90
54076019,"       (2020 UL4)",Y,N,,922,2020-10-23,2020-10-23,26.89
54076020,"       (2020 UM4)",Y,N,,571,2020-10-22,2020-11-26,22.79
54076021,"       (2020 UN4)",Y,N,,950,2020-10-23,2020-10-24,28.00
54076022,"       (2020 UO4)",Y,N,,351,2020-10-19,2022-02-25,28.64
54076023,"       (2020 UP4)",Y,N,,391,2020-10-22,2022-05-25,23.46
54076348,"       (2020 UQ4)",Y,Y,,1.25e+03,2013-08-23,2023-03-29,20.33
54076349,"       (2020 UR4)",Y,N,,1.6e+03,2020-10-13,2021-02-07,20.09
54076350,"       (2020 US4)",Y,N,,1.26e+03,2020-10-18,2020-10-24,25.80
54076351,"       (2020 UT4)",Y,N,,435,2020-10-22,2020-10-24,28.22
54076352,"       (2020 UU4)",Y,N,,801,2020-10-23,2020-10-26,26.80
54076353,"       (2020 UV4)",Y,N,,783,2020-10-22,2020-10-24,25.70
54076354,"       (2020 UW4)",Y,N,,814,2020-07-11,2020-11-14,20.79
54076355,"       (2020 UX4)",Y,N,,894,2020-10-21,2020-11-22,25.74
54076357,"       (2020 UZ4)",Y,N,,1.66e+03,2020-10-12,2020-11-11,25.00
54076358,"       (2020 UA5)",Y,N,,431,2020-10-20,2020-11-21,24.30
54076359,"       (2020 UB5)",Y,N,,446,2020-10-20,2021-04-15,25.11
54076360,"       (2020 UC5)",Y,N,,576,2020-10-20,2020-11-26,23.02
54076361,"       (2020 UD5)",Y,N,,932,2020-10-21,2020-10-24,25.70
54076362,"       (2020 UF5)",Y,N,,667,2020-10-18,2020-12-06,24.84
54076930,"       (2020 UJ5)",Y,N,,848,2020-09-26,2020-12-22,24.20
54076929,"       (2020 UK5)",Y,N,,846,2020-09-17,2021-05-09,21.16
54076928,"       (2020 UL5)",Y,N,,975,2020-10-16,2020-11-16,25.10
54076927,"       (2020 UM5)",Y,N,,206,2020-10-20,2020-10-27,26.00
54076931,"       (2020 UN5)",Y,N,,987,2020-10-23,2020-10-28,26.90
54076932,"       (2020 UU5)",Y,N,,442,2020-10-20,2020-10-25,27.30
54076933,"       (2020 UV5)",Y,N,,505,2020-10-15,2024-05-01,22.49
54076934,"       (2020 UW5)",Y,N,,518,2013-12-28,2024-05-27,21.46
54076935,"       (2020 UX5)",Y,N,,500,2020-10-23,2020-11-17,25.90
54076936,"       (2020 UY5)",Y,N,,434,2020-10-23,2020-10-25,25.50
54076937,"       (2020 UZ5)",Y,N,,527,2020-10-23,2021-04-24,22.51
54079051,"       (2020 UC6)",Y,N,,1.15e+03,2020-10-20,2020-11-23,25.80
54079052,"       (2020 UD6)",Y,N,,529,2020-10-22,2020-10-24,24.45
54079053,"       (2020 UE6)",Y,N,,864,2020-10-17,2020-11-21,23.50
54079054,"       (2020 UF6)",Y,N,,497,2020-10-19,2020-11-21,22.46
54079056,"       (2020 UG6)",Y,N,,1.11e+03,2020-10-19,2020-11-17,24.00
54079055,"       (2020 UH6)",Y,N,,1.19e+03,2020-10-20,2023-06-21,20.68
54079787,"       (2020 UK6)",Y,N,,349,2020-10-17,2020-10-27,24.18
54079788,"       (2020 UL6)",Y,N,,585,2020-10-24,2020-10-27,27.44
54079789,"       (2020 UM6)",Y,N,,1.39e+03,2020-10-26,2020-11-11,25.40
54079790,"       (2020 UN6)",Y,N,,1.63e+03,2020-10-25,2020-11-16,22.80
54081197,"       (2020 UO6)",Y,N,,1.32e+03,2020-10-27,2020-10-30,27.40
54081198,"       (2020 UP6)",Y,N,,570,2020-10-25,2020-11-20,22.17
54081199,"       (2020 UQ6)",Y,N,,1.31e+03,2020-10-27,2020-11-14,22.71
54081200,"       (2020 UR6)",Y,Y,,867,2020-09-11,2021-05-01,20.83
54081290,"       (2020 US6)",Y,N,,1.71e+03,2020-10-16,2020-11-19,20.80
54082291,"       (2020 UT6)",Y,N,,759,2018-12-12,2020-12-11,23.18
54082292,"       (2020 UU6)",Y,N,,1.24e+03,2020-10-29,2020-11-23,23.99
54084704,"       (2020 UV6)",Y,N,,832,2020-10-23,2020-10-23,27.57
54084708,"       (2020 UW6)",Y,Y,,815,2020-10-29,2020-11-25,21.90
54087379,"       (2020 UY6)",Y,N,,999,2020-09-25,2021-04-20,21.68
54087417,"       (2020 UB7)",Y,N,,2.19e+03,2020-10-15,2020-10-25,20.20
54087493,"       (2020 UF7)",Y,N,,436,2020-09-19,2021-03-04,24.74
54087575,"       (2020 UG7)",Y,N,,1.04e+03,2003-11-20,2024-06-13,19.43
54087862,"       (2020 US7)",Y,N,,409,2020-10-23,2020-10-24,25.80
54099952,"       (2020 UM8)",Y,N,,1.14e+03,2020-10-18,2021-01-15,25.20
54104903,"       (2020 UL12)",Y,N,,1.67e+03,2020-10-22,2021-02-07,19.87
54134551,"       (2020 US50)",Y,N,,595,2020-10-23,2021-04-09,23.38
54293314,"       (2020 US66)",Y,N,,808,2020-09-27,2020-12-22,22.80
54297998,"       (2020 UY66)",Y,N,,1.28e+03,2020-10-18,2020-10-23,27.40
54084706,"       (2020 VA)",Y,N,,1.68e+03,2020-08-16,2020-12-14,20.79
54087376,"       (2020 VB)",Y,N,,329,2020-11-03,2020-12-05,23.10
54087377,"       (2020 VC)",Y,N,,724,2020-10-22,2020-11-09,25.10
54087378,"       (2020 VE)",Y,N,,932,2020-10-16,2020-12-14,23.10
54087416,"       (2020 VF)",Y,N,,284,2020-11-04,2020-11-21,24.10
54087415,"       (2020 VG)",Y,N,,738,2020-11-05,2020-11-09,26.30
54087418,"       (2020 VH)",Y,N,,294,2020-11-05,2020-11-09,28.50
54087419,"       (2020 VJ)",Y,N,,847,2020-11-04,2020-11-09,25.30
54087421,"       (2020 VK)",Y,N,,810,2020-11-04,2020-11-10,27.76
54087420,"       (2020 VL)",Y,N,,359,2020-10-22,2022-12-24,25.12
54087422,"       (2020 VM)",Y,N,,562,2020-11-04,2020-11-18,26.70
54087424,"       (2020 VN)",Y,N,,571,2020-10-24,2020-11-17,22.82
54087423,"       (2020 VO)",Y,N,,809,2020-10-28,2020-11-26,22.90
54087425,"       (2020 VP)",Y,N,,1.44e+03,2020-11-03,2020-12-05,24.40
54087427,"       (2020 VQ)",Y,N,,531,2020-11-04,2020-11-14,25.00
54087426,"       (2020 VR)",Y,N,,1.01e+03,2020-11-04,2020-11-21,24.10
54087428,"       (2020 VS)",Y,N,,952,2020-11-05,2020-11-08,27.40
54087435,"       (2020 VT)",Y,N,,792,2020-11-04,2021-01-04,25.15
54087436,"       (2020 VU)",Y,N,,1.23e+03,2020-11-05,2020-11-17,26.10
54087437,"       (2020 VV)",Y,N,,432,2020-10-17,2020-12-17,27.28
54087438,"       (2020 VW)",Y,N,,282,2020-11-03,2020-11-18,28.36
54087439,"       (2020 VX)",Y,N,,1.09e+03,2020-11-05,2023-11-10,24.91
54087440,"       (2020 VY)",Y,N,,534,2020-10-20,2020-11-19,25.00
54087441,"       (2020 VZ)",Y,N,,569,2020-10-15,2020-11-12,23.90
54087485,"       (2020 VA1)",Y,N,,925,2020-11-06,2020-11-24,24.90
54087486,"       (2020 VB1)",Y,N,,709,2020-11-05,2025-02-19,21.51
54087491,"       (2020 VC1)",Y,N,,792,2020-09-16,2020-11-13,25.50
54087492,"       (2020 VD1)",Y,N,,635,2020-11-03,2020-12-05,24.70
54087543,"       (2020 VE1)",Y,N,,677,2020-11-04,2020-12-18,22.80
54087545,"       (2020 VH1)",Y,N,,802,2020-11-08,2020-11-20,25.60
54087546,"       (2020 VJ1)",Y,N,,570,2020-11-09,2020-11-10,26.73
54087547,"       (2020 VK1)",Y,N,,628,2020-11-08,2020-12-24,23.98
54087573,"       (2020 VL1)",Y,N,,512,2020-11-04,2020-11-13,27.20
54087574,"       (2020 VM1)",Y,Y,,1.44e+03,2020-11-08,2024-10-21,20.53
54087576,"       (2020 VN1)",Y,N,,354,2020-11-08,2022-03-23,27.93
54087577,"       (2020 VO1)",Y,N,,388,2020-11-08,2020-11-21,28.00
54087578,"       (2020 VP1)",Y,N,,651,2020-11-10,2020-11-10,27.66
54087579,"       (2020 VR1)",Y,N,,1.08e+03,2020-11-09,2020-11-09,28.94
54087654,"       (2020 VS1)",Y,N,,1.43e+03,2020-11-05,2020-11-16,27.18
54087655,"       (2020 VT1)",Y,N,,686,2020-10-21,2020-11-14,23.00
54087656,"       (2020 VU1)",Y,N,,667,2020-11-05,2020-12-10,25.60
54087657,"       (2020 VV1)",Y,N,,534,2020-11-05,2020-12-05,25.70
54087658,"       (2020 VW1)",Y,N,,535,2020-11-11,2020-11-13,28.30
54087659,"       (2020 VX1)",Y,N,,1.46e+03,2020-11-10,2024-12-03,22.98
54087660,"       (2020 VY1)",Y,N,,668,2020-11-10,2021-02-06,25.80
54087661,"       (2020 VZ1)",Y,N,,1.15e+03,2020-10-14,2020-11-21,25.30
54087662,"       (2020 VA2)",Y,N,,1.43e+03,2020-11-05,2020-11-21,25.60
54087663,"       (2020 VB2)",Y,N,,557,2020-11-10,2020-12-16,22.99
54087664,"       (2020 VC2)",Y,N,,1.23e+03,2020-11-10,2020-11-15,27.70
54087665,"       (2020 VD2)",Y,N,,490,2020-11-10,2020-11-23,22.90
54087666,"       (2020 VE2)",Y,N,,668,2020-11-10,2020-12-06,25.30
54087667,"       (2020 VF2)",Y,N,,599,2020-11-10,2020-12-15,23.60
54087668,"       (2020 VG2)",Y,N,,377,2020-11-11,2020-11-12,29.19
54087669,"       (2020 VH2)",Y,N,,721,2020-11-11,2020-11-12,28.20
54087731,"       (2020 VO2)",Y,N,,548,2020-11-11,2020-11-21,26.64
54087732,"       (2020 VP2)",Y,N,,527,2020-11-11,2020-11-16,26.00
54087733,"       (2020 VQ2)",Y,N,,945,2020-11-11,2020-11-17,26.70
54087734,"       (2020 VR2)",Y,N,,470,2020-11-11,2020-11-19,27.20
54087735,"       (2020 VS2)",Y,N,,842,2020-11-11,2020-11-12,27.47
54087736,"       (2020 VT2)",Y,N,,1.36e+03,2020-11-11,2020-11-12,28.07
54087737,"       (2020 VU2)",Y,N,,927,2020-11-11,2020-11-18,27.80
54087738,"       (2020 VV2)",Y,N,,660,2020-11-11,2020-11-14,26.20
54087739,"       (2020 VW2)",Y,N,,656,2020-11-11,2020-11-23,26.80
54087740,"       (2020 VX2)",Y,N,,552,2020-11-11,2020-11-24,25.10
54087741,"       (2020 VY2)",Y,N,,259,2020-11-11,2020-11-25,23.85
54087742,"       (2020 VZ2)",Y,N,,501,2020-11-11,2020-12-14,24.90
54087743,"       (2020 VA3)",Y,N,,758,2020-11-12,2020-11-21,27.80
54087744,"       (2020 VB3)",Y,N,,388,2020-11-12,2020-11-14,29.70
54087745,"       (2020 VC3)",Y,N,,471,2020-10-22,2020-11-21,23.20
54087746,"       (2020 VD3)",Y,N,,637,2020-10-22,2020-11-22,23.80
54087747,"       (2020 VE3)",Y,N,,1.47e+03,2020-10-23,2020-12-06,23.30
54087748,"       (2020 VF3)",Y,N,,1.3e+03,2020-11-04,2020-11-25,19.95
54087749,"       (2020 VG3)",Y,N,,530,2020-11-11,2020-12-07,23.90
54087750,"       (2020 VH3)",Y,N,,484,2020-11-11,2020-11-23,23.50
54087751,"       (2020 VJ3)",Y,N,,891,2020-11-11,2020-11-25,24.30
54087752,"       (2020 VK3)",Y,N,,617,2020-11-11,2020-11-20,25.10
54087753,"       (2020 VM3)",Y,N,,862,2014-01-24,2026-03-15,20.66
54087754,"       (2020 VN3)",Y,N,,864,2020-11-10,2020-12-19,20.35
54087755,"       (2020 VO3)",Y,N,,429,2020-11-11,2020-11-26,23.14
54087756,"       (2020 VP3)",Y,N,,818,2020-11-11,2020-11-26,23.47
54087757,"       (2020 VQ3)",Y,N,,831,2020-11-10,2021-02-09,22.85
54087758,"       (2020 VR3)",Y,N,,1.01e+03,2020-10-11,2020-12-17,24.69
54087759,"       (2020 VS3)",Y,N,,1.06e+03,2020-11-11,2020-11-22,26.20
54087760,"       (2020 VT3)",Y,N,,541,2020-11-12,2020-11-15,28.87
54087761,"       (2020 VU3)",Y,N,,579,2020-11-11,2020-11-12,27.83
54087762,"       (2020 VV3)",Y,N,,1.27e+03,2020-11-12,2020-11-19,26.30
54087763,"       (2020 VW3)",Y,N,,501,2020-11-12,2020-11-13,26.95
54087764,"       (2020 VX3)",Y,N,,1.68e+03,2020-09-14,2020-12-18,21.54
54087765,"       (2020 VY3)",Y,N,,726,2020-11-10,2026-05-22,22.15
54087766,"       (2020 VZ3)",Y,N,,617,2020-11-11,2020-11-15,23.40
54087767,"       (2020 VA4)",Y,N,,356,2020-11-12,2024-02-13,27.43
54087780,"       (2020 VD4)",Y,N,,1.13e+03,2020-11-11,2020-12-05,21.42
54087781,"       (2020 VE4)",Y,N,,716,2020-11-12,2020-11-23,25.50
54087782,"       (2020 VF4)",Y,N,,518,2020-11-13,2020-11-19,26.64
54087783,"       (2020 VG4)",Y,N,,767,2020-11-12,2020-11-17,28.40
54087784,"       (2020 VH4)",Y,N,,417,2020-10-22,2020-11-21,23.20
54087785,"       (2020 VJ4)",Y,N,,1.26e+03,2020-11-13,2020-11-22,26.10
54087786,"       (2020 VK4)",Y,N,,454,2020-11-13,2020-11-22,28.10
54087802,"       (2020 VL4)",Y,N,,1.14e+03,2016-11-30,2023-12-14,18.58
54087803,"       (2020 VM4)",Y,N,,676,2020-11-12,2020-11-23,25.80
54087804,"       (2020 VN4)",Y,N,,630,2020-11-12,2020-11-26,21.70
54087805,"       (2020 VO4)",Y,N,,966,2020-11-13,2020-11-26,25.50
54087806,"       (2020 VP4)",Y,N,,330,2020-11-13,2020-11-22,27.60
54087807,"       (2020 VR4)",Y,N,,623,2020-11-13,2020-11-16,25.40
54087808,"       (2020 VS4)",Y,N,,1.69e+03,2020-11-14,2020-11-22,26.80
54087809,"       (2020 VT4)",Y,N,,316,2020-11-14,2020-11-19,28.61
54087810,"       (2020 VU4)",Y,N,,994,2020-11-05,2021-01-12,24.20
54087811,"       (2020 VW4)",Y,N,,416,2020-11-14,2020-11-22,26.33
